files,sample_accession
HRR572957_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572957/HRR572957_r2.fq.gz,HRS321595
HRR572958_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572958/HRR572958_f1.fq.gz,HRS321596
HRR572958_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572958/HRR572958_r2.fq.gz,HRS321596
HRR572959_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572959/HRR572959_f1.fq.gz,HRS321597
HRR572959_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572959/HRR572959_r2.fq.gz,HRS321597
HRR572960_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572960/HRR572960_f1.fq.gz,HRS321598
HRR572960_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572960/HRR572960_r2.fq.gz,HRS321598
HRR572961_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572961/HRR572961_f1.fq.gz,HRS321599
HRR572961_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572961/HRR572961_r2.fq.gz,HRS321599
HRR572962_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572962/HRR572962_f1.fq.gz,HRS321600
HRR572962_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572962/HRR572962_r2.fq.gz,HRS321600
HRR572963_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572963/HRR572963_f1.fq.gz,HRS321601
HRR572963_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572963/HRR572963_r2.fq.gz,HRS321601
HRR572964_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572964/HRR572964_f1.fq.gz,HRS321602
HRR572964_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572964/HRR572964_r2.fq.gz,HRS321602
HRR572965_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572965/HRR572965_f1.fq.gz,HRS321603
HRR572965_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572965/HRR572965_r2.fq.gz,HRS321603
HRR572966_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572966/HRR572966_f1.fq.gz,HRS321604
HRR572966_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572966/HRR572966_r2.fq.gz,HRS321604
HRR572967_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572967/HRR572967_f1.fq.gz,HRS321605
HRR572967_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572967/HRR572967_r2.fq.gz,HRS321605
HRR572968_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572968/HRR572968_f1.fq.gz,HRS321606
HRR572968_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572968/HRR572968_r2.fq.gz,HRS321606
HRR572969_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572969/HRR572969_f1.fq.gz,HRS321607
HRR572969_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572969/HRR572969_r2.fq.gz,HRS321607
HRR572970_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572970/HRR572970_f1.fq.gz,HRS321608
HRR572970_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572970/HRR572970_r2.fq.gz,HRS321608
HRR572971_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572971/HRR572971_f1.fq.gz,HRS321609
HRR572971_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572971/HRR572971_r2.fq.gz,HRS321609
HRR572972_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572972/HRR572972_f1.fq.gz,HRS321610
HRR572972_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572972/HRR572972_r2.fq.gz,HRS321610
HRR572973_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572973/HRR572973_f1.fq.gz,HRS321611
HRR572973_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572973/HRR572973_r2.fq.gz,HRS321611
HRR572974_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572974/HRR572974_f1.fq.gz,HRS321612
HRR572974_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572974/HRR572974_r2.fq.gz,HRS321612
HRR572975_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572975/HRR572975_f1.fq.gz,HRS321613
HRR572975_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572975/HRR572975_r2.fq.gz,HRS321613
HRR572976_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572976/HRR572976_f1.fq.gz,HRS321614
HRR572976_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572976/HRR572976_r2.fq.gz,HRS321614
HRR572977_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572977/HRR572977_f1.fq.gz,HRS321615
HRR572977_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572977/HRR572977_r2.fq.gz,HRS321615
HRR572978_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572978/HRR572978_f1.fq.gz,HRS321616
HRR572978_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572978/HRR572978_r2.fq.gz,HRS321616
HRR572979_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572979/HRR572979_f1.fq.gz,HRS321617
HRR572979_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572979/HRR572979_r2.fq.gz,HRS321617
HRR572980_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572980/HRR572980_f1.fq.gz,HRS321618
HRR572980_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572980/HRR572980_r2.fq.gz,HRS321618
HRR572981_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572981/HRR572981_f1.fq.gz,HRS321619
HRR572981_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572981/HRR572981_r2.fq.gz,HRS321619
HRR572982_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572982/HRR572982_f1.fq.gz,HRS321620
HRR572982_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572982/HRR572982_r2.fq.gz,HRS321620
HRR572983_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572983/HRR572983_f1.fq.gz,HRS321621
HRR572983_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572983/HRR572983_r2.fq.gz,HRS321621
HRR572984_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572984/HRR572984_f1.fq.gz,HRS321622
HRR572984_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572984/HRR572984_r2.fq.gz,HRS321622
HRR572985_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572985/HRR572985_f1.fq.gz,HRS321623
HRR572985_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572985/HRR572985_r2.fq.gz,HRS321623
HRR572986_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572986/HRR572986_f1.fq.gz,HRS321624
HRR572986_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572986/HRR572986_r2.fq.gz,HRS321624
HRR572987_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572987/HRR572987_f1.fq.gz,HRS321625
HRR572987_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572987/HRR572987_r2.fq.gz,HRS321625
HRR572988_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572988/HRR572988_f1.fq.gz,HRS321626
HRR572988_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572988/HRR572988_r2.fq.gz,HRS321626
HRR572989_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572989/HRR572989_f1.fq.gz,HRS321627
HRR572989_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572989/HRR572989_r2.fq.gz,HRS321627
HRR572990_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572990/HRR572990_f1.fq.gz,HRS321628
HRR572990_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572990/HRR572990_r2.fq.gz,HRS321628
HRR572991_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572991/HRR572991_f1.fq.gz,HRS321629
HRR572991_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572991/HRR572991_r2.fq.gz,HRS321629
HRR572992_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572992/HRR572992_f1.fq.gz,HRS321630
HRR572992_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572992/HRR572992_r2.fq.gz,HRS321630
HRR572993_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572993/HRR572993_f1.fq.gz,HRS321631
HRR572993_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572993/HRR572993_r2.fq.gz,HRS321631
HRR572994_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572994/HRR572994_f1.fq.gz,HRS321632
HRR572994_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572994/HRR572994_r2.fq.gz,HRS321632
HRR572995_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572995/HRR572995_f1.fq.gz,HRS321633
HRR572995_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572995/HRR572995_r2.fq.gz,HRS321633
HRR572996_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572996/HRR572996_f1.fq.gz,HRS321634
HRR572996_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572996/HRR572996_r2.fq.gz,HRS321634
HRR572997_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572997/HRR572997_f1.fq.gz,HRS321635
HRR572997_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572997/HRR572997_r2.fq.gz,HRS321635
HRR572998_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572998/HRR572998_f1.fq.gz,HRS321636
HRR572998_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572998/HRR572998_r2.fq.gz,HRS321636
HRR572999_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572999/HRR572999_f1.fq.gz,HRS321637
HRR572999_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR572999/HRR572999_r2.fq.gz,HRS321637
HRR573000_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573000/HRR573000_f1.fq.gz,HRS321638
HRR573000_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573000/HRR573000_r2.fq.gz,HRS321638
HRR573001_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573001/HRR573001_f1.fq.gz,HRS321639
HRR573001_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573001/HRR573001_r2.fq.gz,HRS321639
HRR573002_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573002/HRR573002_f1.fq.gz,HRS321640
HRR573002_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573002/HRR573002_r2.fq.gz,HRS321640
HRR573003_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573003/HRR573003_f1.fq.gz,HRS321641
HRR573003_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573003/HRR573003_r2.fq.gz,HRS321641
HRR573004_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573004/HRR573004_f1.fq.gz,HRS321642
HRR573004_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573004/HRR573004_r2.fq.gz,HRS321642
HRR573005_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573005/HRR573005_f1.fq.gz,HRS321643
HRR573005_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573005/HRR573005_r2.fq.gz,HRS321643
HRR573006_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573006/HRR573006_f1.fq.gz,HRS321644
HRR573006_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573006/HRR573006_r2.fq.gz,HRS321644
HRR573007_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573007/HRR573007_f1.fq.gz,HRS321645
HRR573007_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573007/HRR573007_r2.fq.gz,HRS321645
HRR573008_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573008/HRR573008_f1.fq.gz,HRS321646
HRR573008_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573008/HRR573008_r2.fq.gz,HRS321646
HRR573009_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573009/HRR573009_f1.fq.gz,HRS321647
HRR573009_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573009/HRR573009_r2.fq.gz,HRS321647
HRR573010_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573010/HRR573010_f1.fq.gz,HRS321648
HRR573010_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573010/HRR573010_r2.fq.gz,HRS321648
HRR573011_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573011/HRR573011_f1.fq.gz,HRS321649
HRR573011_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573011/HRR573011_r2.fq.gz,HRS321649
HRR573012_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573012/HRR573012_f1.fq.gz,HRS321650
HRR573012_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573012/HRR573012_r2.fq.gz,HRS321650
HRR573013_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573013/HRR573013_f1.fq.gz,HRS321651
HRR573013_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573013/HRR573013_r2.fq.gz,HRS321651
HRR573014_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573014/HRR573014_f1.fq.gz,HRS321652
HRR573014_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573014/HRR573014_r2.fq.gz,HRS321652
HRR573015_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573015/HRR573015_f1.fq.gz,HRS321653
HRR573015_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573015/HRR573015_r2.fq.gz,HRS321653
HRR573016_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573016/HRR573016_f1.fq.gz,HRS321654
HRR573016_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573016/HRR573016_r2.fq.gz,HRS321654
HRR573017_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573017/HRR573017_f1.fq.gz,HRS321655
HRR573017_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573017/HRR573017_r2.fq.gz,HRS321655
HRR573018_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573018/HRR573018_f1.fq.gz,HRS321656
HRR573018_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573018/HRR573018_r2.fq.gz,HRS321656
HRR573019_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573019/HRR573019_f1.fq.gz,HRS321657
HRR573019_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573019/HRR573019_r2.fq.gz,HRS321657
HRR573020_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573020/HRR573020_f1.fq.gz,HRS321658
HRR573020_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573020/HRR573020_r2.fq.gz,HRS321658
HRR573021_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573021/HRR573021_f1.fq.gz,HRS321659
HRR573021_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573021/HRR573021_r2.fq.gz,HRS321659
HRR573022_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573022/HRR573022_f1.fq.gz,HRS321660
HRR573022_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573022/HRR573022_r2.fq.gz,HRS321660
HRR573023_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573023/HRR573023_f1.fq.gz,HRS321661
HRR573023_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573023/HRR573023_r2.fq.gz,HRS321661
HRR573024_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573024/HRR573024_f1.fq.gz,HRS321662
HRR573024_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573024/HRR573024_r2.fq.gz,HRS321662
HRR573025_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573025/HRR573025_f1.fq.gz,HRS321663
HRR573025_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573025/HRR573025_r2.fq.gz,HRS321663
HRR573026_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573026/HRR573026_f1.fq.gz,HRS321664
HRR573026_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573026/HRR573026_r2.fq.gz,HRS321664
HRR573027_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573027/HRR573027_f1.fq.gz,HRS321665
HRR573027_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573027/HRR573027_r2.fq.gz,HRS321665
HRR573028_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573028/HRR573028_f1.fq.gz,HRS321666
HRR573028_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573028/HRR573028_r2.fq.gz,HRS321666
HRR573029_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573029/HRR573029_f1.fq.gz,HRS321667
HRR573029_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573029/HRR573029_r2.fq.gz,HRS321667
HRR573030_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573030/HRR573030_f1.fq.gz,HRS321668
HRR573030_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573030/HRR573030_r2.fq.gz,HRS321668
HRR573031_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573031/HRR573031_f1.fq.gz,HRS321669
HRR573031_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573031/HRR573031_r2.fq.gz,HRS321669
HRR573032_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573032/HRR573032_f1.fq.gz,HRS321670
HRR573032_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573032/HRR573032_r2.fq.gz,HRS321670
HRR573033_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573033/HRR573033_f1.fq.gz,HRS321671
HRR573033_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573033/HRR573033_r2.fq.gz,HRS321671
HRR573034_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573034/HRR573034_f1.fq.gz,HRS321672
HRR573034_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573034/HRR573034_r2.fq.gz,HRS321672
HRR573035_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573035/HRR573035_f1.fq.gz,HRS321673
HRR573035_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573035/HRR573035_r2.fq.gz,HRS321673
HRR573036_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573036/HRR573036_f1.fq.gz,HRS321674
HRR573036_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573036/HRR573036_r2.fq.gz,HRS321674
HRR573037_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573037/HRR573037_f1.fq.gz,HRS321675
HRR573037_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573037/HRR573037_r2.fq.gz,HRS321675
HRR573038_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573038/HRR573038_f1.fq.gz,HRS321676
HRR573038_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573038/HRR573038_r2.fq.gz,HRS321676
HRR573039_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573039/HRR573039_f1.fq.gz,HRS321677
HRR573039_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573039/HRR573039_r2.fq.gz,HRS321677
HRR573040_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573040/HRR573040_f1.fq.gz,HRS321678
HRR573040_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573040/HRR573040_r2.fq.gz,HRS321678
HRR573041_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573041/HRR573041_f1.fq.gz,HRS321679
HRR573041_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573041/HRR573041_r2.fq.gz,HRS321679
HRR573042_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573042/HRR573042_f1.fq.gz,HRS321680
HRR573042_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573042/HRR573042_r2.fq.gz,HRS321680
HRR573043_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573043/HRR573043_f1.fq.gz,HRS321681
HRR573043_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573043/HRR573043_r2.fq.gz,HRS321681
HRR573044_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573044/HRR573044_f1.fq.gz,HRS321682
HRR573044_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573044/HRR573044_r2.fq.gz,HRS321682
HRR573045_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573045/HRR573045_f1.fq.gz,HRS321683
HRR573045_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573045/HRR573045_r2.fq.gz,HRS321683
HRR573046_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573046/HRR573046_f1.fq.gz,HRS321684
HRR573046_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573046/HRR573046_r2.fq.gz,HRS321684
HRR573047_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573047/HRR573047_f1.fq.gz,HRS321685
HRR573047_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573047/HRR573047_r2.fq.gz,HRS321685
HRR573048_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573048/HRR573048_f1.fq.gz,HRS321686
HRR573048_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573048/HRR573048_r2.fq.gz,HRS321686
HRR573049_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573049/HRR573049_f1.fq.gz,HRS321687
HRR573049_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573049/HRR573049_r2.fq.gz,HRS321687
HRR573050_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573050/HRR573050_f1.fq.gz,HRS321688
HRR573050_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573050/HRR573050_r2.fq.gz,HRS321688
HRR573051_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573051/HRR573051_f1.fq.gz,HRS321689
HRR573051_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573051/HRR573051_r2.fq.gz,HRS321689
HRR573052_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573052/HRR573052_f1.fq.gz,HRS321690
HRR573052_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573052/HRR573052_r2.fq.gz,HRS321690
HRR573053_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573053/HRR573053_f1.fq.gz,HRS321691
HRR573053_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573053/HRR573053_r2.fq.gz,HRS321691
HRR573054_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573054/HRR573054_f1.fq.gz,HRS321692
HRR573054_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573054/HRR573054_r2.fq.gz,HRS321692
HRR573055_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573055/HRR573055_f1.fq.gz,HRS321693
HRR573055_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573055/HRR573055_r2.fq.gz,HRS321693
HRR573056_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573056/HRR573056_f1.fq.gz,HRS321694
HRR573056_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573056/HRR573056_r2.fq.gz,HRS321694
HRR573057_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573057/HRR573057_f1.fq.gz,HRS321695
HRR573057_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573057/HRR573057_r2.fq.gz,HRS321695
HRR573058_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573058/HRR573058_f1.fq.gz,HRS321696
HRR573058_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573058/HRR573058_r2.fq.gz,HRS321696
HRR573059_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573059/HRR573059_f1.fq.gz,HRS321697
HRR573059_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573059/HRR573059_r2.fq.gz,HRS321697
HRR573060_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573060/HRR573060_f1.fq.gz,HRS321698
HRR573060_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573060/HRR573060_r2.fq.gz,HRS321698
HRR573061_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573061/HRR573061_f1.fq.gz,HRS321699
HRR573061_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573061/HRR573061_r2.fq.gz,HRS321699
HRR573062_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573062/HRR573062_f1.fq.gz,HRS321700
HRR573062_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573062/HRR573062_r2.fq.gz,HRS321700
HRR573063_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573063/HRR573063_f1.fq.gz,HRS321701
HRR573063_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573063/HRR573063_r2.fq.gz,HRS321701
HRR573064_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573064/HRR573064_f1.fq.gz,HRS321702
HRR573064_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573064/HRR573064_r2.fq.gz,HRS321702
